job_id=605681
array_job_id=605681
array_task_id=3
job_name=vs3n2f20B
partition=epyc
node_list=gyro
submit_dir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
workdir=/home/gyqyan/zexuan/ecg1d_code/1D_thouless_pumping
cpus_per_task=16
mem_per_node=16384
planning_estimate=K32 local-dt fine20 split B, 241279 steps; gauss conservatively about 53.6 h per width
start_time=2026-07-09T14:57:39+08:00
case_index=3
mode=gauss
sigma=3.0
binary=./build/ecg1d_vs3_n2_dt001_fine20_full
config=legacy_prb_3_3_n2_pathpad_K32_dt0p01_fine20_gauss_sigma3p000 lambda_C=1.00e-08 rcond=1.00e-04 | TDVP param dimension=256
progress N=2 step 0/241277 0.0% t=0.00000 eta_s=nan E=-2.15295803 P=0.99965889 dP=0.00000000 r12=8.04559382 Vg=0.00019300 norm=1.00000000 rank=-1/256 sv_max=nan resid=nan
initial t=0.00000 tau=0.00000 E=-2.1529580287 <X>/a=0.9996588910 norm=1.0000000000 V_gauss=0.0001929977
progress N=2 step 25/241277 0.0% t=0.25000 eta_s=115553.6 E=-2.15284891 P=0.99964203 dP=-0.00001686 r12=8.04561747 Vg=0.00019300 norm=1.00000000 rank=36/256 sv_max=1.13e+02 resid=5.10e-02
progress N=2 step 50/241277 0.0% t=0.50000 eta_s=115947.5 E=-2.15249472 P=0.99952718 dP=-0.00013171 r12=8.04561671 Vg=0.00019279 norm=1.00000000 rank=37/256 sv_max=1.10e+02 resid=2.07e-02
progress N=2 step 75/241277 0.0% t=0.75000 eta_s=116035.8 E=-2.15190604 P=0.99921598 dP=-0.00044291 r12=8.04561625 Vg=0.00019223 norm=1.00000000 rank=36/256 sv_max=1.09e+02 resid=1.34e-02
progress N=2 step 100/241277 0.0% t=1.00000 eta_s=116037.3 E=-2.15109920 P=0.99862732 dP=-0.00103157 r12=8.04558973 Vg=0.00019177 norm=1.00000000 rank=36/256 sv_max=1.11e+02 resid=1.02e-02
progress N=2 step 125/241277 0.1% t=1.25000 eta_s=116221.5 E=-2.15009389 P=0.99771484 dP=-0.00194405 r12=8.04556576 Vg=0.00019158 norm=1.00000000 rank=35/256 sv_max=1.10e+02 resid=8.60e-03
progress N=2 step 150/241277 0.1% t=1.50000 eta_s=116328.0 E=-2.14891059 P=0.99646885 dP=-0.00319004 r12=8.04557921 Vg=0.00019153 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=7.87e-03
progress N=2 step 175/241277 0.1% t=1.75000 eta_s=116464.6 E=-2.14757019 P=0.99491396 dP=-0.00474494 r12=8.04564505 Vg=0.00019153 norm=1.00000000 rank=37/256 sv_max=1.06e+02 resid=7.53e-03
progress N=2 step 200/241277 0.1% t=2.00000 eta_s=116601.1 E=-2.14609189 P=0.99310784 dP=-0.00655105 r12=8.04578282 Vg=0.00019153 norm=1.00000000 rank=35/256 sv_max=1.11e+02 resid=7.53e-03
progress N=2 step 225/241277 0.1% t=2.25000 eta_s=116689.0 E=-2.14449075 P=0.99113529 dP=-0.00852360 r12=8.04591708 Vg=0.00019190 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=7.20e-03
progress N=2 step 250/241277 0.1% t=2.50000 eta_s=116783.0 E=-2.14277639 P=0.98909875 dP=-0.01056015 r12=8.04602763 Vg=0.00019260 norm=1.00000000 rank=35/256 sv_max=1.07e+02 resid=6.73e-03
progress N=2 step 275/241277 0.1% t=2.75000 eta_s=116934.9 E=-2.14095024 P=0.98713178 dP=-0.01252711 r12=8.04603139 Vg=0.00019318 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=6.53e-03
progress N=2 step 300/241277 0.1% t=3.00000 eta_s=117026.5 E=-2.13900541 P=0.98534043 dP=-0.01431846 r12=8.04593503 Vg=0.00019346 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=7.05e-03
progress N=2 step 325/241277 0.1% t=3.25000 eta_s=117079.4 E=-2.13693024 P=0.98380048 dP=-0.01585841 r12=8.04577085 Vg=0.00019381 norm=1.00000000 rank=36/256 sv_max=1.06e+02 resid=7.84e-03
progress N=2 step 350/241277 0.1% t=3.50000 eta_s=117154.9 E=-2.13471000 P=0.98257247 dP=-0.01708642 r12=8.04562489 Vg=0.00019415 norm=1.00000000 rank=36/256 sv_max=1.01e+02 resid=8.88e-03
progress N=2 step 375/241277 0.2% t=3.75000 eta_s=117215.4 E=-2.13232770 P=0.98168032 dP=-0.01797857 r12=8.04555861 Vg=0.00019447 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=1.10e-02
progress N=2 step 400/241277 0.2% t=4.00000 eta_s=117253.2 E=-2.12976751 P=0.98110479 dP=-0.01855410 r12=8.04555012 Vg=0.00019489 norm=1.00000000 rank=36/256 sv_max=1.00e+02 resid=1.48e-02
progress N=2 step 425/241277 0.2% t=4.25000 eta_s=117296.5 E=-2.12701629 P=0.98078961 dP=-0.01886928 r12=8.04557092 Vg=0.00019519 norm=1.00000000 rank=37/256 sv_max=1.07e+02 resid=2.26e-02
progress N=2 step 450/241277 0.2% t=4.50000 eta_s=117313.7 E=-2.12406511 P=0.98065001 dP=-0.01900888 r12=8.04555754 Vg=0.00019525 norm=1.00000000 rank=37/256 sv_max=9.92e+01 resid=4.06e-02
progress N=2 step 475/241277 0.2% t=4.75000 eta_s=117404.0 E=-2.12091190 P=0.98058402 dP=-0.01907487 r12=8.04555854 Vg=0.00019506 norm=1.00000000 rank=38/256 sv_max=1.03e+02 resid=6.01e-02
progress N=2 step 500/241277 0.2% t=5.00000 eta_s=117460.7 E=-2.11756040 P=0.98050383 dP=-0.01915506 r12=8.04559992 Vg=0.00019456 norm=1.00000000 rank=37/256 sv_max=1.03e+02 resid=3.76e-02
progress N=2 step 525/241277 0.2% t=5.25000 eta_s=117445.1 E=-2.11401873 P=0.98031409 dP=-0.01934480 r12=8.04566936 Vg=0.00019394 norm=1.00000000 rank=36/256 sv_max=9.59e+01 resid=2.46e-02
progress N=2 step 550/241277 0.2% t=5.50000 eta_s=117490.9 E=-2.11030025 P=0.97992563 dP=-0.01973326 r12=8.04576746 Vg=0.00019349 norm=1.00000000 rank=35/256 sv_max=1.02e+02 resid=1.65e-02
progress N=2 step 575/241277 0.2% t=5.75000 eta_s=117531.9 E=-2.10642179 P=0.97928976 dP=-0.02036913 r12=8.04590276 Vg=0.00019303 norm=1.00000000 rank=35/256 sv_max=9.73e+01 resid=1.18e-02
progress N=2 step 600/241277 0.2% t=6.00000 eta_s=117558.2 E=-2.10240146 P=0.97837406 dP=-0.02128484 r12=8.04606946 Vg=0.00019261 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=1.01e-02
progress N=2 step 625/241277 0.3% t=6.25000 eta_s=117543.6 E=-2.09825919 P=0.97716960 dP=-0.02248929 r12=8.04621712 Vg=0.00019267 norm=1.00000000 rank=35/256 sv_max=9.89e+01 resid=8.51e-03
progress N=2 step 650/241277 0.3% t=6.50000 eta_s=117550.3 E=-2.09401447 P=0.97570002 dP=-0.02395887 r12=8.04636630 Vg=0.00019304 norm=1.00000000 rank=35/256 sv_max=1.05e+02 resid=8.27e-03
progress N=2 step 675/241277 0.3% t=6.75000 eta_s=117649.4 E=-2.08968407 P=0.97402303 dP=-0.02563586 r12=8.04650416 Vg=0.00019371 norm=1.00000000 rank=35/256 sv_max=9.82e+01 resid=8.24e-03
progress N=2 step 700/241277 0.3% t=7.00000 eta_s=117760.4 E=-2.08528273 P=0.97221369 dP=-0.02744521 r12=8.04666319 Vg=0.00019468 norm=1.00000000 rank=35/256 sv_max=9.93e+01 resid=8.66e-03
progress N=2 step 725/241277 0.3% t=7.25000 eta_s=117854.3 E=-2.08082078 P=0.97036548 dP=-0.02929341 r12=8.04680639 Vg=0.00019597 norm=1.00000000 rank=35/256 sv_max=1.06e+02 resid=8.97e-03
progress N=2 step 750/241277 0.3% t=7.50000 eta_s=117930.3 E=-2.07630206 P=0.96857322 dP=-0.03108567 r12=8.04686734 Vg=0.00019753 norm=1.00000000 rank=35/256 sv_max=9.44e+01 resid=9.44e-03
progress N=2 step 775/241277 0.3% t=7.75000 eta_s=117996.4 E=-2.07172446 P=0.96692728 dP=-0.03273161 r12=8.04683541 Vg=0.00019885 norm=1.00000000 rank=35/256 sv_max=1.03e+02 resid=1.01e-02
progress N=2 step 800/241277 0.3% t=8.00000 eta_s=118058.6 E=-2.06708017 P=0.96551944 dP=-0.03413946 r12=8.04669534 Vg=0.00019942 norm=1.00000000 rank=35/256 sv_max=9.71e+01 resid=1.05e-02
progress N=2 step 825/241277 0.3% t=8.25000 eta_s=118120.8 E=-2.06235767 P=0.96439078 dP=-0.03526811 r12=8.04646589 Vg=0.00019926 norm=1.00000000 rank=35/256 sv_max=1.04e+02 resid=1.15e-02
progress N=2 step 850/241277 0.4% t=8.50000 eta_s=118208.4 E=-2.05754539 P=0.96355071 dP=-0.03610818 r12=8.04616807 Vg=0.00019908 norm=1.00000000 rank=35/256 sv_max=9.86e+01 resid=1.36e-02
progress N=2 step 875/241277 0.4% t=8.75000 eta_s=118276.0 E=-2.05263336 P=0.96299221 dP=-0.03666668 r12=8.04593417 Vg=0.00019887 norm=1.00000000 rank=35/256 sv_max=1.01e+02 resid=1.71e-02
progress N=2 step 900/241277 0.4% t=9.00000 eta_s=118351.4 E=-2.04761389 P=0.96268849 dP=-0.03697041 r12=8.04581403 Vg=0.00019853 norm=1.00000000 rank=34/256 sv_max=1.00e+02 resid=2.19e-02
progress N=2 step 925/241277 0.4% t=9.25000 eta_s=118423.6 E=-2.04248187 P=0.96257992 dP=-0.03707897 r12=8.04577936 Vg=0.00019810 norm=1.00000000 rank=35/256 sv_max=9.65e+01 resid=3.22e-02
progress N=2 step 950/241277 0.4% t=9.50000 eta_s=118451.8 E=-2.03723556 P=0.96259046 dP=-0.03706844 r12=8.04582765 Vg=0.00019759 norm=1.00000000 rank=34/256 sv_max=1.08e+02 resid=6.19e-02
